Affiliation No.,Company,Last Name,Address,State,Phone,Email,Website,Affiliated upto,Type of School,Description
1930274,Balsam Academy,Principal Chitra Madhavan,"5/410,Vanapadi Road,Bharathi Nagar Ext ,632402",Tamil Nadu,"4172 ,272611",principalbalsam@gmail.com,www.balsamacademy.com,3/31/2020,Secondary School,1930274 Affiliation No Secondary School
1930433,Bannari Amman Public School,Principal Sadayakumar K Senior Principal Suresh K Principal,"Althukombai Village, Sathyamangalam Taluk, Erode Distt., Tamilnadu ,638401",Tamil Nadu,"4295 ,221212",bapscbse@gmail.com,www.bapschool.org,3/31/2020,Senior Secondary,1930433 Affiliation No Senior Secondary
1930929,Barani International School,Principal Miss W.Gladys Colcraft,"Mangalapaly Pilikalmedu, Emapalli ,637214",Tamil Nadu,",04288-226291",baraniinternationalschool@gmail.com,,3/31/2021,Secondary School,1930929 Affiliation No Secondary School
1931058,Belief Central School,Principal Mrs. Soudhambika P,"Door No.18/145 Keela Kaatuvilai Road, North Anjukudiruppu, Thengamputhur Village And Town Panchayat ,629602",Tamil Nadu,",04652298077",beliefcentralschool@yahoo.com,,3/31/2022,Secondary School,1931058 Affiliation No Secondary School
1930047,Besant Arundale Sr Sec School,Principal M Kalaiarasi,"Kalakshetra Foundation Thiruvanmiyur Chennai Tamil Nadu ,600041",Tamil Nadu,"044 ,24526211",principalbass@kalakshetra.in,www.kalakshetra.in,3/31/2023,Senior Secondary,1930047 Affiliation No Senior Secondary
1930812,Best School,Principal Mrs. V.S.Sumi,"8-41/B3, Paloor, Karungal, Kanyakumari District, Tamilnadu ,629157",Tamil Nadu,"4651 ,04651268967,",anithataskt@gmail.com,www.bestschoolcbse.com,3/31/2022,Senior Secondary,1930812 Affiliation No Senior Secondary
1930489,Beta Public School,Principal Mrs. Mangalam A,"1, Beta Paradise Road, Cizhakandikuppam Village, Siruvakkam Post, ,631552",Tamil Nadu,"044 ,044-67276123",betaps2011@gmail.com,www.betapublicschool.edu.in,3/31/2022,Senior Secondary,1930489 Affiliation No Senior Secondary
1930329,Bhaarath Public Cbse School,Principal Mr. Daniel G. Varghese,"Amaravathi Pudhur- Aaravayal Main Road, Near Kaderi Ambal Mills, Aaravayal, Devakottai Taluk, Sivaganga District-630314. ,630314",Tamil Nadu,"4561 ,09245405915,",bhaarathcbse@yahoo.in,www.bhaarathschools.com,3/31/2022,Senior Secondary,1930329 Affiliation No Senior Secondary
1930132,Bhaktavatsalam Vidyashram,Principal Chandrika Prasad,"Periyar Nagar Korattur Chennai Tamil Nadu ,600080",Tamil Nadu,"044 ,26870899",chandrika1990@yahoo.co.in,www.bvcbse.ac.in,3/31/2020,Senior Secondary,1930132 Affiliation No Senior Secondary
1931006,Bharani International Modern School,Principal Mr. Pillai Muthu Kumari .T,"Kannandahalli (Post), Mathur Union, Bargur Tk, Krishnagiri Dt, ,635203",Tamil Nadu,",9786651715",bimschool2012@gmail.com,,3/31/2022,Secondary School,1931006 Affiliation No Secondary School
1930254,Bharani Vidhyalaya,Principal C Ramasubramanian,"Bharani Gardens, Salem Byepass Road, Vennaimalai Post, Karur ,639006",Tamil Nadu,"4324 ,652199",principalraam@gmail.com,www.bharanividhyalaya.com,3/31/2022,Senior Secondary,1930254 Affiliation No Senior Secondary
1930502,Bharat International School,Principal Mr.Rajasekaran U,"Chennai Salai Subhedarmedu, Krishnagiri(Tk&Dt) ,635001",Tamil Nadu,"4343 ,o4343645o41,",bharatinternational12@gmail.com,www.bharatinternationalschool.com,3/31/2021,Senior Secondary,1930502 Affiliation No Senior Secondary
1930046,Bharath Sr Sec School,Principal K Premshantha,"121 Kamaraj Avenue Adyar Chennai Tamil Nadu ,600020",Tamil Nadu,"044 ,24413051",premshantha50@gmail.com,bharathschool.org,3/31/2020,Senior Secondary,1930046 Affiliation No Senior Secondary
1930562,Bharath Vidya Mandir,Principal Vanitha S,"No.4, Courtallam Five Falls Bye Pass Ilanji Tenkasi Taluk Tirunelveli District ,627805",Tamil Nadu,"4633 ,223203",vanita0506@gmail.com,www.bharathvidyamandir.com,3/31/2020,Senior Secondary,1930562 Affiliation No Senior Secondary
1930676,Bharathi Academy,Principal Viyagula Mary,"Reddipatti Post, Namakkal Dt, Pin: 637002 ,637002",Tamil Nadu,"0 ,7373087175",viyagulamary@yahoo.co.in,www.bharathischool.com,3/31/2020,Secondary School,1930676 Affiliation No Secondary School
1930467,Bharathi Vidhya Bhavan School,Principal Shisymol S,"Amaravathipalayam Road Vijayapuram(Po)Tirupur, Coimbatore-641606 ,641606",Tamil Nadu,"0421 ,9843846578",bvbscltpr@gmail.com,WWW.BVBSCHOOL.COM,3/31/2023,Senior Secondary,1930467 Affiliation No Senior Secondary
1930593,Bharathi Vidhyalaya School,Principal Sri Kavvitha P B,"Karattoor ,638476",Tamil Nadu,"4285 ,224397",srikavvitha@gmail.com,www.bharathividhyalayacbse.org,3/31/2020,Senior Secondary,1930593 Affiliation No Senior Secondary
1930512,Bharathiyar Hi-Tech International School,Principal Mrs.Thamarai M,"Near Railway Station,Attur ,636102",Tamil Nadu,"4282 ,04282250899,",bharathiyarhitech@gmail.com,www.bharathihitech.com,3/31/2021,Senior Secondary,1930512 Affiliation No Senior Secondary
1930158,Bharati Vidyalaya Sr. Secondary School,Principal A Parvathy,"721, Sholinganallur - Medavakkam High Road, Perumbakkam, Kanchipuram ,600100",Tamil Nadu,"044 ,65725052",ananth.pushpa@gmail.com,www.bharathividyalayasss.com,3/31/2020,Senior Secondary,1930158 Affiliation No Senior Secondary
1930086,Bhavan'S Gandhi Vidyashram,Principal P Sridevi Mohan,"P.B.No.9 Golf Club Road Kodaikanal Dindigul Dist. Tamil Nadu ,624101",Tamil Nadu,"4542 ,240376",principal@gandhividyashram.com,www.gandhividyashram.com,3/31/2020,Senior Secondary,1930086 Affiliation No Senior Secondary
1931036,Big Dreamers Academy,Principal Mrs. P.Kavitha,"Pasumpon Nagar Gujiliamparai Road ,624005",Tamil Nadu,",04551227433",dopremkumar@gmail.com,,3/31/2022,Secondary School,1931036 Affiliation No Secondary School
1930964,Billabong High International School,Principal Mrs. K S Sangeetha.,"Nh4, Thamaraithangal Village, White Gate, Kanchipuram-631502 ,631502",Tamil Nadu,",8883209999",Principal.kpm@billabonghighschool.com,http://www.billabongkanchi.com,3/31/2022,Secondary School,1930964 Affiliation No Secondary School
1930718,Billabong High International School,Principal Mr. Naren Babu A,"S.V.G. Puram, Pallipet Taluk ,631304",Tamil Nadu,"044 ,9944216159",principal.tiruttani@billabonghighschool.com,www.billabongtiruttani.co.in,3/31/2022,Senior Secondary,1930718 Affiliation No Senior Secondary
1930797,Bishop Remigius School,Principal Muthaiah Selvaraj,"Bishop Remigius School, Carmel Nagar. ,629004",Tamil Nadu,"4652 ,265434",Jmselvaraj@gmail.com,www.bishopremigiusschool.com,3/31/2020,Secondary School,1930797 Affiliation No Secondary School
1930305,Blossom Public School,Principal Mary Shanthi S,"Keelavastha Chavady, Pattuikottai Road ,614904",Tamil Nadu,"4362 ,276276",maryshanthi2408@gmail.com,http://blossomschool.in/,3/31/2022,Senior Secondary,1930305 Affiliation No Senior Secondary
1930171,Boaz Public School,Principal Sheela Ramanujam,"Velachery Road Gowrivakkam Chennai ,601302",Tamil Nadu,"044 ,22780083",principal@boazpublicschool.com,www.boazpublicschool.com,3/31/2021,Senior Secondary,1930171 Affiliation No Senior Secondary
1930930,Bodhi International School,Principal Mrs. Kaleeswari,"Sakthi Nagar, Azhagapuri Bus Stop, Madurai-Thondi Main Road, Kollangudi, Kalaiyarkovil Taluk, ,630551",Tamil Nadu,",9940263639",maneshsathyanathan@gmail.com,http://www.bodhischool.org,3/31/2021,Secondary School,1930930 Affiliation No Secondary School
1930694,Bon Secours Public School,Principal Jayarani,"Pannavayal Road ,614602",Tamil Nadu,"4373 ,223177",srjayaranifbs@gmail.com,WWW.bonsecourspublicschool.org,3/31/2019,Secondary School,1930694 Affiliation No Secondary School
1930603,Brammaas Vidhyalaya School,Principal Hebsey Devapitchai,"#5/222,Railway Station, Gudiyattam. ,632602",Tamil Nadu,"4171 ,228325",principalbrammaascbse@gmail.com,www.brammaascbse.com,3/31/2020,Senior Secondary,1930603 Affiliation No Senior Secondary
1930069,Breek'S All India Secondary School,Principal Nethji S K,"Ootacamund Nilgiris Tamil Nadu ,643001",Tamil Nadu,"0423 ,2442091",sknethaji@gmail.com,www.breeksaisschool.edu.in,3/31/2020,Secondary School,1930069 Affiliation No Secondary School
1930295,Bright Minds Vidyodaya,Principal V Srijyothi,"Walaja-Sholingur Road Keelpudupet Near Dhanvanthri Temple ,632513",Tamil Nadu,"4172 ,230631",srijyothi2008@gmail.com,www.brightmindsvidyodaya.com,3/31/2021,Senior Secondary,1930295 Affiliation No Senior Secondary
1930786,Bright Public School,Principal B Saraswathi,"Kulamandai ,604401",Tamil Nadu,"4182 ,241212",sarasudaya2017@gmail.com,www.brightcbse.ac.in,3/31/2020,Secondary School,1930786 Affiliation No Secondary School
1930498,Brilliant School,Principal Easwaran,"Survey No. 38/15, 38/11A Adirampattinam Road, Pattukkottai Road,Pudukkottai Ullur Village, Thanjavur. ,614701",Tamil Nadu,"4373 ,241551",eshwaranb4u@gmail.com,www.brilliantschool.in,3/31/2020,Senior Secondary,1930498 Affiliation No Senior Secondary
1930877,Brilliant Vidya Bhavan,Principal Mrs. Saroja.G,"84 A,Ammasai Gounder Street, Vellakinar, Coimbatore - 641029 ,641029",Tamil Nadu,",04222908791",bvbcbse@gmail.com,http://www.bvbcbse.com/,3/31/2021,Secondary School,1930877 Affiliation No Secondary School
1930950,Brindavan Anglo Vedic International School,Principal Mrs. J.Mary Stella,"Kikathirpur (Sevilimedu - Ambi Road), Kancheepuram Taluk, Kancheepuram District - 631 501 ,631501",Tamil Nadu,",9751923044",bavschoolcbse@gmail.com,http://bavinternationalschool.in,3/31/2022,Secondary School,1930950 Affiliation No Secondary School
1930922,Brindhavan Vidhyalaya Public School,Principal Mrs.K.Vanitha,"S.F.No.32/2A, Sundarpuram Road, Kurumbapalayam Pirivu,Madukkarai, Coimbatore. ,641105",Tamil Nadu,",04222930326",bvpublicschool2014@gmail.com,http://www.bvpublicschool.com,3/31/2021,Secondary School,1930922 Affiliation No Secondary School
1930236,Brindhavanna Vidhialaya,Principal Angulakshmi D,"Gandhi Nagar, Mettupalayam Road , Tamil Nadu ,641104",Tamil Nadu,"4254 ,291772",angulakshmi.bv@gmail.com,www.bvcbse.in,3/31/2022,Secondary School,1930236 Affiliation No Secondary School
1930042,C V R D E Secondary School,Principal Mrs Jayalakshmi Raghavan,"Avadi Chennai Tamil Nadu ,600054",Tamil Nadu,",6385862",drcurd@tn.nic.in,,3/31/2003,Secondary School,1930042 Affiliation No Secondary School
1930422,Cambridge Public E-School,Principal Elahi Baksh P,"Kattikanapalli, Krishnagiri ,635001",Tamil Nadu,"4343 ,7373755266",elahibaksh.ban@gmail.com,www.cambridgecbse.in,3/31/2021,Secondary School,1930422 Affiliation No Secondary School
1930426,Cambridge Public E-School,Principal N B Sivakumar,"Kakangarai Road, Kaveripattinam ,635112",Tamil Nadu,"4343 ,250526",sivakumarbellan23@gmail.com,www.cambridgeschools.com,3/31/2019,Senior Secondary,1930426 Affiliation No Senior Secondary
1980015,Cantonment Board Sec. School,Principal .,"Chinnavandisolai Barracks, P.O. Wellington Nilgiris, Tamil Nadu-643 231 ,764048",Tamil Nadu,"0172 ,2679019",ghsdaria@yahoo.co.in,,3/31/2019,Secondary School,1980015 Affiliation No Secondary School
1930277,Care International School,Principal Gita Pattanayak,"N0. 27 , Thayano Village , N.Kuttapattu, Tiruchirapali Thillai Nagar ,620009",Tamil Nadu,"0431 ,2690502",gita.pattanayak@gmail.com,www.careschool.in,3/31/2020,Senior Secondary,1930277 Affiliation No Senior Secondary
1930585,Cauvery Global School,Principal Saraswathi,"13Th Cross, Bharathi Nagar, Puthur, Trichy - 17 ,620017",Tamil Nadu,"0431 ,4060485",cgs2012reddy@gmail.com,www.cauveryschools.com,3/31/2020,Senior Secondary,1930585 Affiliation No Senior Secondary
1930271,Cauvery International School,Principal Karpagam K,"Poun Nagar, Pannangkombu(Post), Manaparai(Tk), Trichy (Dist). ,621306",Tamil Nadu,"4332 ,260752",karpagamnov@gmail.com,www.cisss.in,3/31/2021,Senior Secondary,1930271 Affiliation No Senior Secondary
1930425,Ceedeeyes Dav Public School,Principal Sharmila Soman,"Chennaipattinam, Ammapetai, Nellikupam Village, Kancheepuram Dt ,603108",Tamil Nadu,"044 ,67453116",renukadeviprincipal@gmail.com,www.ceedeeyesdavschool.com,3/31/2021,Secondary School,1930425 Affiliation No Secondary School
1930972,Chakra Vidyalaya School,Principal Dr. S.Subbulekshmi,"Chakra Vidyalaya School, Vadachettiyandal, Vadasemapalayam, ,605801",Tamil Nadu,",8110022746",sara.ramanujam@gmail.com,,3/31/2022,Secondary School,1930972 Affiliation No Secondary School
1931026,Chanakya Vidyashram,Principal Dr. R Anita Shanthakumar,"Ecr Road Marakkanam ,604303",Tamil Nadu,",9445043939",chanakyacbse2018@gmail.com,,3/31/2022,Secondary School,1931026 Affiliation No Secondary School
1930720,Chandra Chellappan International School,Principal Mr.G.Sivakumar,"Thalambadi Post, Sellappampatti (Via) Namakkal Tk & Dt.,Tamil Nadu ,637019",Tamil Nadu,"2621 ,04286 245792",chandrachellappanschool@gmail.com,,3/31/2020,Secondary School,1930720 Affiliation No Secondary School
1930555,Chandra National School,Principal Mrs.Kanimozhi. M,"Virudhunagar Road, Periapuliampatti (West), Aruppukottai ,626101",Tamil Nadu,"4566 ,04566-291866,",chandranationalschool@yahoo.com,www.chandranationalschool.com,3/31/2021,Senior Secondary,1930555 Affiliation No Senior Secondary
1930475,Chandrakanthi Public School,Principal Karunambikeswari,"Tex Park Road, Civil Aerodrome Post, Distt Coimbatore, Tamilnadu ,641014",Tamil Nadu,"0422 ,2934122",principal@chandrapublic.edu.in,www.chandrapublic.edu.in,3/31/2020,Senior Secondary,1930475 Affiliation No Senior Secondary
1930083,Chathrapathy Shivaji D A V School,Principal K Bharati,"13 Circular Road U.I Colony Kodambakkam Chennai Tamil Nadu ,600024",Tamil Nadu,"044 ,24841783",bharatikishore123@gmail.com,www.csdavschool.org,3/31/2020,Secondary School,1930083 Affiliation No Secondary School
1930392,Chelammal Vidhyaashram,Principal Seetha Kutty S,"Ganapathy Nagar Musiri To Thuraiyur Road, Musiri Tk, Tiruchy Dt ,621211",Tamil Nadu,"4326 ,260320",principalcvcs@gmail.com,www.cvcsmusiri.edu.in,3/31/2020,Senior Secondary,1930392 Affiliation No Senior Secondary
1930673,Chellammal Vidyalaya,Principal Mrs.Usha Kumaraswamy,"Kallanai Road, Vengur,Thiruverumbur ,620013",Tamil Nadu,",04312404329,",vidyalayachellammal@gmail.com,http://www.cvcbse.edu.in,3/31/2021,Senior Secondary,1930673 Affiliation No Senior Secondary
1930340,Chellappan Vidya Mandir,Principal Siva Kumar,"O.Siruvayal Road, Kalanivasal, Karaikudi ,630208",Tamil Nadu,"4565 ,256066",principal@cvmschools.org,www.cvmschools.org,3/31/2022,Senior Secondary,1930340 Affiliation No Senior Secondary
1930242,Chennai Public School,Principal Nalini Ravindran,"Tvs Avenue Main Road Annanagar West Extension ,600101",Tamil Nadu,"044 ,04426544477",nalinircps@gmail.com,http://www.chennaipblicschool.com,3/31/2020,Senior Secondary,1930242 Affiliation No Senior Secondary
1930351,Chettinad Public School,Principal G R Ramesh,"70E, Madurai Main Road. Managiri. Karaikudi ,630307",Tamil Nadu,"4565 ,238444",principal@chettinadpublicschool.edu.in,www.chettinadpublicschool.edu.in,3/31/2023,Senior Secondary,1930351 Affiliation No Senior Secondary
1930247,Chettinad Vidya Mandir,Principal Vidhya M S,"Chettipalayam, Puliyur C.F. Post,Karur ,639114",Tamil Nadu,"0432 ,251522",principal@chettinadvidyamandir.org,www.chettinadvidyamandir.org,3/31/2020,Senior Secondary,1930247 Affiliation No Senior Secondary
1930137,Chettinad Vidyashram,Principal S Amudha Lakshmi,"Chettinad House Greenways Road R.A Puram Chennai Tamil Nadu ,600028",Tamil Nadu,"044 ,24933722",c.vidyashram@gmail.com,http://chettinadvidyashram.org,3/31/2020,Senior Secondary,1930137 Affiliation No Senior Secondary
1930154,Chinmaya International Residential School,Principal Shanti Krishnamurthy,"Nallur Vayal Post Siruvani Road Coimbatore Tamil Nadu ,641114",Tamil Nadu,"0422 ,2613303",principal@cirschool.org,www.cirschool.org,3/31/2020,Senior Secondary,1930154 Affiliation No Senior Secondary
1930183,Chinmaya Vidyalaya,Principal Geetha Bennet C,"Vaira Maligai Kadambady Nagapattinam Tamil Nadu ,611001",Tamil Nadu,"4365 ,249455",geethabennet@yahoo.com,www.chinmayavidyalayangt.org,3/31/2020,Senior Secondary,1930183 Affiliation No Senior Secondary
1930147,Chinmaya Vidyalaya,Principal V Gowrilakshmi,"Plot No. 5063 Z Block Belly Area Anna Nagar West Chennai ,600040",Tamil Nadu,"044 ,26261358",gowrilvenkat@gmail.com,www.chinmayavidyalayaschennai.com,3/31/2018,Senior Secondary,1930147 Affiliation No Senior Secondary
1930025,Chinmaya Vidyalaya,Principal Sathiyamoorthy C,"Tapovanam 9-B Taylors Road Kilpauk Chennai Tamil Nadu ,600010",Tamil Nadu,"044 ,26460631",csathya54@gmail.com,wwww.chinmayavidyalaya,3/31/2020,Senior Secondary,1930025 Affiliation No Senior Secondary
1930100,Chinmaya Vidyalaya,Principal P Vijayalakshmi,"Chinmaya Nagar Stage-Ii Virugambakkam Chennai Tamil Nadu ,600092",Tamil Nadu,"044 ,24796802",cvvprincipal@gmail.com,www.chinmayavidyalayaschennai.com,3/31/2022,Senior Secondary,1930100 Affiliation No Senior Secondary
1930459,Chinmaya Vidyalaya,Principal Radha Srikaanth,"Thondamuthur Road, Vadavalli, Coimbatore 641041 ,641041",Tamil Nadu,"0422 ,2423052",radhasrikaanth@gmail.com,www.chinmayacbsecbe.com,3/31/2020,Senior Secondary,1930459 Affiliation No Senior Secondary
1930818,Christ Cmi Central School,Principal Nanthini Sahaya Victoria T,"Anjugramam ,629401",Tamil Nadu,"4652 ,267333",geenacardoza@gmail.com,www.christanjugramam.org,3/31/2020,Secondary School,1930818 Affiliation No Secondary School
1931020,Christ The King International School,Principal Mrs. Salini Billy Graham,"New Life Campus, Meiyampuli, Thangachimadam-Po ,623529",Tamil Nadu,",07708718833",internationalschoolrmm@gmail.com,,3/31/2022,Middle Class,1931020 Affiliation No Middle Class
1930070,Christus Rex Higher Secondary School,Principal Mary Elizabeth Josephine,"Post Box No. 45 St. Mary'S Hill Ootacamund The Nilgiris Tamil Nadu ,643001",Tamil Nadu,"0423 ,2442064",christusrex1975@gmail.com,www.rexschool.org,3/31/2020,Senior Secondary,1930070 Affiliation No Senior Secondary
1930405,Cluny Vidya Nikethan,Principal Ms.Jiji T.K,"Attur Bye-Pass Road, Salem Distt., Tamilnadu ,636015",Tamil Nadu,"0427 ,2466644",elizanjoseph@gmail.com,www.clunyvidyanikethan.com,3/31/2021,Secondary School,1930405 Affiliation No Secondary School
1930875,Cmc International School,Principal Mrs. Manjula Devi,"139, Ayyasamy Koil Street,Theethi Palayam, ,641010",Tamil Nadu,",04222364900",mr@cmc.ac.in,http://www.cmcis.in,3/31/2021,Secondary School,1930875 Affiliation No Secondary School
1930287,Coimbate Public School,Principal Sivagami Sundari R,"Chinnamettupalayam, Saravananpatti P.O., Coimbate - 35 ,641035",Tamil Nadu,"0422 ,2973040",principal@coimbatorepublicschool.com,www.coimbatorepublicschool.com,3/31/2020,Senior Secondary,1930287 Affiliation No Senior Secondary
1930946,Cosmopolitan Model Vidyalaya,Principal Dr. N.Jothishmathi,"Nehemiah Nagar,Sengadu Village And Post, Sriperumbudur Taluk ,602002",Tamil Nadu,",04427658048",cosmomodelvidyalaya@gmail.com,http://www.cosmopolitanmodelvidyalaya.com,3/31/2022,Secondary School,1930946 Affiliation No Secondary School
1930493,Crayons Public School,Principal Mrs.B. Malarvizhi,"9 K, Maruthachala Aachari Thottam, Idigarai, Coimbatore ,641022",Tamil Nadu,"0422 ,09976153611,",crayons_school@yahoo.in,www.crayonspublicschool.com,3/31/2021,Senior Secondary,1930493 Affiliation No Senior Secondary
